Record_ID,Year,Month,Month_Name,Quarter,Branch_Zone,State,Segment,KPI_Name,Budget_INR_Lakhs,Actual_INR_Lakhs,Variance_INR_Lakhs,Variance_Pct,Target_Achieved,RM_Responsible,Last_Updated
BA00668,2012,6,June,Q2,west zone,Telangana,NRI BANKING,Total Deposits,1202.45,,-336.1,-27.95%,No,  Amit Patel,28-11-2018
BA00669,2025,12,December,Q4,East Zone,Telangana,NRI Banking,NET INTEREST INCOME,1563.63,1782.44,218.81,13.99%,Yes,  Amit Patel,08-01-2025
BA00670,2020,8,August,Q3,South Zone,Delhi,NRI Banking,net interest income,4391.11,5517.99,1126.88,25.66%,Yes,Lalita Devi,04-Jun-21
BA00671,2019,8,August,Q3,NORTH ZONE,Uttar Pradesh,nri banking,Total Disbursement,4811.44,3619.21,-1192.23,-24.78%,No,LALITA DEVI,18-04-2023
BA00672,2012,12,December,Q4,north zone,Haryana,Priority Banking,FEE INCOME,1411.68,1829.92,418.24,29.63%,Yes,deepa krishnan,28-11-2023
BA00673,2025,1,1,Q1,West Zone,Kerala,NRI Banking,New Customer Acquisition,395,390.37,Rs.-4.63,-1.17%,No,Nitin Joshi,01-02-2025
BA00674,2016,9,September,Q3,central zone,Rajasthan,Corporate Banking,Net Interest Income,3445.91,3121.48,-324.43,-9.41%,No,Rajesh Sharma,24-09-2016
BA00675,2017,5,May,Q2,north zone,Uttar Pradesh,SME Banking,RECOVERY AMOUNT,657.8,819.17,161.37,24.53%,Yes,  Amit Patel,01-09-2019
BA00676,2017,8,August,Q3,South Zone,DELHI,Priority Banking,  Fee Income,1723.89,1921.39,197.5,11.46%,Yes,Nitin Joshi,24-08-2017
BA00677,2020,2,February,Q1,North Zone,Karnataka,  Retail Banking,Cross Sell Revenue,2726.32,3065.61,339.29,12.44%,Yes,Deepa Krishnan,09-03-2021
BA00678,2014,8,August,Q3,South Zone,Delhi,Corporate Banking,New Customer Acquisition,3743.72,4600.05,856.33,22.87%,Yes,Vijay Kumar,07-Dec-15
BA00679,2022,9,SEPTEMBER,Q3,North Zone,Rajasthan,NRI Banking,Profit Before Tax,3582.33,4314.22,731.89,20.43%,Yes,lalita devi,24-09-2022
BA00680,2017,8,8,Q3,Central Zone,Karnataka,Corporate Banking,Total Deposits,1927.23,1565.59,-361.64,-18.76%,Y,AMIT PATEL,08-02-2021
BA00681,2011,2,February,Q1,west zone,Gujarat,RETAIL BANKING,Operating Expense,1170.45,1375.99,205.54,17.56%,Yes,Nitin Joshi,06-05-2025
BA00682,2011,3,MARCH,Q1,South Zone,Gujarat,Priority Banking,Profit Before Tax,1861.87,2031.57,169.7,9.11,Yes,anita bose,31-08-2022
BA00683,2014,9,9,Q3,North Zone,punjab,NRI Banking,Profit Before Tax,1260.6,1155.91,-104.69,-8.30%,No,Anita Bose,18-Mar-16
BA00684,2010,2,February,Q1,East Zone,West Bengal,Corporate Banking,  NPA Amount,709.48,911.38,201.9,28.46%,Yes,  Sanjay Gupta,15-07-2010
BA00685,2022,12,DECEMBER,Q4,NORTH ZONE,Karnataka,Corporate Banking,Total Deposits,4477.75,5505.59,1027.84,22.95%,No ,Nitin Joshi,10-06-2023
BA00686,2015,2,February,Q1,South Zone,Andhra Pradesh,Retail Banking,Profit Before Tax,Rs.2587.11,2071.66,-515.45,-19.92%,No,  Amit Patel,16-10-2024
BA00687,2010,7,July,Q3,Central Zone,Tamil Nadu,corporate banking,Fee Income,3137.42,2803.57,-333.85,-10.64%,No,Meena Iyer,11-05-2024
BA00688,2013,7,7,Q3,North Zone,PUNJAB,nri banking,Total Disbursement,4093.46,4582.42,488.96,11.94%,Yes,Sanjay Gupta,29-05-2023
BA00689,2025,2,2,Q1,Central Zone,Tamil Nadu,Retail Banking,Total Disbursement,1269.92,1516.58,246.66,19.42%,Yes,  Amit Patel,18-Jul-25
BA00690,2024,12,DECEMBER,Q4,South Zone,  Rajasthan,Priority Banking,Profit Before Tax,3973.85,3661.81,-312.04,-7.85%,No,sanjay gupta,24-12-2024
BA00691,2014,8,August,Q3,Central Zone,Telangana,NRI Banking,NPA Amount,920.77,710.77,-210,-22.81%,YES ,Mohan Das,08-07-2024
BA00692,2024,12,December,Q4,West Zone,Delhi,Retail Banking,  Profit Before Tax,2710.52,3488.94,778.42,28.72%,Yes,rajesh sharma,01-03-2025
BA00693,2010,6,June,Q2,North Zone,madhya pradesh,SME Banking,Total Disbursement,3079.4,3396.11,316.71,10.28%,YES ,nitin joshi,20-03-2013
BA00694,2013,10,Oct,Q4,SOUTH ZONE,Odisha,RETAIL BANKING,Total Deposits,3382.36,2622.14,-760.22,-22.48%,No,Vijay Kumar,17-05-2013
BA00695,2018,7,July,Q3,North Zone,Telangana,Retail Banking,Cross Sell Revenue,2973.74,2630.59,-343.15,-11.54%,No,Vijay Kumar,24-07-2018
BA00696,2023,2,February,Q1,Central Zone,uttar pradesh,SME Banking,RECOVERY AMOUNT,3652.54,4212.1,559.56,15.32%,Yes,Deepa Krishnan,24-02-2023
BA00697,2014,8,August,Q3,Central Zone,West Bengal,Priority Banking,Profit Before Tax,4897.02,3543.29,-1353.73,-27.64,No,Arun Mehta,24-08-2014
BA00698,2017,5,May,Q2,North Zone,West Bengal,Retail Banking,Total Disbursement,2959.88,2495.85,Rs.-464.03,-15.68%,No,anita bose,24-05-2017
BA00699,2017,9,Sep,Q3,East Zone,Odisha,SME Banking,Profit Before Tax,3693.56,3754.36,60.8,1.65%,Yes,Kavitha Subramanian,16-12-2023
BA00700,2010,12,December,Q4,WEST ZONE,Uttar Pradesh,Retail Banking,Net Interest Income,1975.97,1437.44,-538.53,-27.25%,Y,Sanjay Gupta,28-06-2025
BA00701,2014,1,1,Q1,East Zone,Delhi,NRI Banking,Total Disbursement,4345.92,4745.66,399.74,9.20%,Yes,Arun Mehta,24-01-2014
BA00702,2021,8,August,Q3,West Zone,  Telangana,Retail Banking,Cross Sell Revenue,1999.2,1985.72,-13.48,-0.67%,No,LALITA DEVI,19-03-2024
BA00703,2020,8,August,Q3,South Zone,TELANGANA,SME Banking,Total Deposits,4476.46,3807.82,-668.64,-14.94%,No ,Kavitha Subramanian,11-Jan-25
BA00704,2016,1,January,Q1,South Zone,  Tamil Nadu,nri banking,Total Disbursement,4670,6021.06,1351.06,28.93%,Yes,Amit Patel,04-02-2025
BA00705,2015,3,3,Q1,NORTH ZONE,Odisha,SME BANKING,Net Interest Income,887.41,627.07,-260.34,-29.34%,No,Rajesh Sharma,13-09-2022
BA00706,2020,6,June,Q2,Central Zone,Andhra Pradesh,Corporate Banking,Total Disbursement,282.4,341.56,59.16,20.95%,Yes,Deepa Krishnan,09-06-2024
BA00707,2020,11,November,Q4,South Zone,Kerala,Corporate Banking,Cross Sell Revenue,4062.13,Rs.4366.65,304.52,7.50%,YES,Amit Patel,24-11-2020
BA00708,2013,3,March,Q1,North Zone,Gujarat,  Corporate Banking,Recovery Amount,3849.96,2938.22,-911.74,-23.68%,No,Rajesh Sharma,01-10-2023
BA00709,2013,5,May,Q2,South Zone,Karnataka,Retail Banking,total disbursement,2901.66,2700.63,-201.03,-6.93%,No,Meena Iyer,24-05-2013
BA00710,2021,9,Sep,Q3,West Zone,Rajasthan,  Retail Banking,NPA Amount,3486.93,3486.28,-0.65,-0.02%,No,Amit Patel,30-12-2023
BA00711,2022,5,5,Q2,East Zone,maharashtra,Priority Banking,Profit Before Tax,1938.51,1672.57,,-13.72%,No,  Meena Iyer,20-Jul-22
BA00712,2022,4,April,Q2,North Zone,Kerala,nri banking,Operating Expense,4924.71,5409.25,484.54,9.84%,Yes,amit patel,24-04-2022
BA00713,2015,12,December,Q4,South Zone,maharashtra,Priority Banking,recovery amount,3303.94,3795.44,491.5,14.88%,Yes,Vijay Kumar,16-Nov-15
BA00714,2013,2,February,Q1,South Zone,Telangana,NRI Banking,Operating Expense,4817.17,5169.72,352.55,7.32%,Yes,Vijay Kumar,24-02-2013
BA00715,2019,2,FEBRUARY,Q1,North Zone,  Telangana,Retail Banking,Total Disbursement,911.94,1074.52,162.58,17.83%,Yes,Vijay Kumar,24-02-2019
BA00716,2016,2,February,Q1,West Zone,karnataka,NRI Banking,Operating Expense,2638.04,3132.11,494.07,18.73%,Yes,amit patel,24-02-2016
BA00717,2022,9,SEPTEMBER,Q3,Central Zone,Tamil Nadu,priority banking,NPA Amount,3592.38,3568.32,,-0.67%,No,Anita Bose,24-09-2022
BA00718,2025,3,3,Q1,south zone,DELHI,Priority Banking,CROSS SELL REVENUE,3471.45,,-426.87,-12.30%,No,Priya Nair,24-03-2025
BA00719,2025,11,November,Q4,North Zone,Delhi,Retail Banking,FEE INCOME,2751.18,2292.65,-634.23,-21.67%,No,VIJAY KUMAR,24-11-2025
BA00720,2020,3,March,Q1,West Zone,Uttar Pradesh,SME Banking,Cross Sell Revenue,3191.27,2809.01,-382.26,-11.98%,No,Amit Patel,23-02-2024
BA00721,2020,2,February,Q1,East Zone,Telangana,Priority Banking,Total Disbursement,1242.84,1398.34,155.5,12.51%,Yes,Vijay Kumar,28-03-2025
BA00722,2010,9,Sep,Q3,Central Zone,  Odisha,Corporate Banking,Total Deposits,3258.62,2478.59,Rs.-780.03,-23.94%,No,Arun Mehta,14-10-2016
BA00723,2023,9,SEPTEMBER,Q3,North Zone,Gujarat,SME Banking,New Customer Acquisition,973.13,683.81,-289.32,-29.73%,No,Vijay Kumar,01-09-2025
BA00724,2019,4,APRIL,Q2,South Zone,Rajasthan,Priority Banking,Profit Before Tax,930.19,1153.47,223.28,24.00%,N,Amit Patel,03-08-2024
BA00725,2025,12,Dec,Q4,East Zone,Tamil Nadu,Corporate Banking,Total Deposits,62.91,45.06,-17.85,-28.38%,No,Sanjay Gupta,12-07-2025
BA00726,2021,2,February,Q1,  North Zone,Delhi,sme banking,Recovery Amount,985.02,1147.92,162.9,16.54%,Yes,  Lalita Devi,02-11-2024
BA00727,2024,4,April,Q2,South Zone,Tamil Nadu,Retail Banking,Total Disbursement,3760.12,4138.2,Rs.378.08,10.05%,Yes,Sunita Rao,07-Apr-25
BA00728,2021,7,July,Q3,East Zone,Maharashtra,Retail Banking,  Total Disbursement,4831.17,5405.64,574.47,11.89%,Yes,Sunita Rao,01-Feb-23
BA00729,2024,10,October,Q4,  East Zone,punjab,SME Banking,FEE INCOME,2490.63,2058.49,-432.14,-17.35%,No,Rajesh Sharma,06-01-2025
BA00730,2014,5,May,Q2,North Zone,maharashtra,Retail Banking,New Customer Acquisition,4577.16,5552.38,975.22,21.31%,Yes,Ramesh Yadav,24-10-2023
BA00731,2011,9,September,Q3,South Zone,Karnataka,Corporate Banking,Operating Expense,1734.56,1624.32,-110.24,-6.36%,No,Kavitha Subramanian,01-10-2016
BA00732,2018,11,November,Q4,central zone,Haryana,  Retail Banking,  Net Interest Income,2583.23,3034.76,451.53,17.48%,Yes,Vijay Kumar,12-07-2025
BA00733,2018,9,SEPTEMBER,Q3,East Zone,Uttar Pradesh,Corporate Banking,Fee Income,2600.58,1848.41,-752.17,-28.92%,No,VIJAY KUMAR,06-03-2020
BA00734,2020,6,June,Q2,East Zone,Punjab,NRI Banking,Total Deposits,523.05,456.8,-66.25,-12.67,No,Anita Bose,19-Jun-20
BA00735,2024,3,March,Q1,NORTH ZONE,Uttar Pradesh,Corporate Banking,Net Interest Income,1678.29,1396.37,Rs.-281.92,-16.80%,No,PRIYA NAIR,24-03-2024
BA00736,2010,8,August,Q3,West Zone,Andhra Pradesh,Corporate Banking,New Customer Acquisition,4149.4,3911.35,-238.05,-5.74%,No ,ANITA BOSE,05-Nov-14
BA00737,2010,3,March,Q1,South Zone,Karnataka,NRI Banking,Total Deposits,2814.92,2354.79,-460.13,-16.35,No,  Amit Patel,17-05-2010
BA00738,2020,4,April,Q2,North Zone,Karnataka,NRI Banking,Operating Expense,4616.19,4221.4,-394.79,-8.55%,No,Meena Iyer,27-12-2024
BA00739,2012,8,Aug,Q3,North Zone,Haryana,PRIORITY BANKING,Fee Income,1333.48,1688.99,355.51,26.66%,Yes,Amit Patel,01-03-2016
BA00740,2019,2,2,Q1,Central Zone,punjab,SME Banking,OPERATING EXPENSE,4996.17,5381.16,384.99,7.71%,Yes,Lalita Devi,02-05-2025
BA00741,2020,6,June,Q2,West Zone,Odisha,RETAIL BANKING,Recovery Amount,986.07,780.02,-206.05,-20.90%,No,VIJAY KUMAR,24-06-2020
BA00742,2010,3,March,Q1,West Zone,Punjab,Priority Banking,Fee Income,4855.82,,-1074.75,-22.13%,No,Nitin Joshi,15-12-2018
BA00743,2015,3,March,Q1,West Zone,madhya pradesh,nri banking,Total Deposits,3758.1,4146.09,387.99,10.32%,Yes,Priya Nair,11-04-2018
BA00744,2012,11,November,Q4,North Zone,Kerala,Priority Banking,Recovery Amount,4496.86,5148.08,651.22,14.48%,Yes,Mohan Das,24-11-2012
BA00745,2010,4,Apr,Q2,West Zone,Rajasthan,SME Banking,Profit Before Tax,4749.83,5908.52,1158.69,24.39%,Yes,Ramesh Yadav,23-May-22
BA00746,2014,4,April,Q2,North Zone,Tamil Nadu,Corporate Banking,NPA AMOUNT,843.65,768.04,-75.61,-8.96%,No,Rajesh Sharma,24-04-2014
BA00747,2020,12,December,Q4,North Zone,Punjab,SME Banking,NPA Amount,1099.22,952.49,-146.73,-13.35%,No,ramesh yadav,10-Jun-21
BA00748,2011,12,December,Q4,West Zone,Odisha,Corporate Banking,  NPA Amount,2549.68,2040.88,-508.8,-19.96,No,Deepa Krishnan,24-12-2011
BA00749,2022,5,May,Q2,North Zone,  Andhra Pradesh,retail banking,TOTAL DEPOSITS,527.51,566.11,38.6,7.32%,Yes,Rajesh Sharma,04-06-2023
BA00750,2025,5,May,Q2,West Zone,West Bengal,Corporate Banking,NET INTEREST INCOME,2418.46,1814.38,,-24.98%,No,rajesh sharma,29-12-2025
BA00751,2025,5,5,Q2,East Zone,Telangana,Priority Banking,TOTAL DEPOSITS,856.73,1093.8,237.07,27.67%,Y,Deepa Krishnan,13-12-2025
BA00752,2010,7,July,Q3,North Zone,Karnataka,NRI Banking,NET INTEREST INCOME,2743.26,2743.46,0.2,0.01%,Yes,anita bose,24-May-11
BA00753,2010,9,SEPTEMBER,Q3,Central Zone,Punjab,NRI Banking,NEW CUSTOMER ACQUISITION,462.44,424.68,Rs.-37.76,-8.16%,No,Nitin Joshi,30-Apr-11
BA00754,2021,8,8,Q3,west zone,gujarat,Priority Banking,Cross Sell Revenue,1185.6,1225.88,40.28,3.40%,Yes,rajesh sharma,31-05-2022
BA00755,2016,6,June,Q2,Central Zone,Andhra Pradesh,Retail Banking,Profit Before Tax,1577.51,1917.15,Rs.339.64,21.53%,Yes,Nitin Joshi,24-06-2016
BA00756,2021,10,October,Q4,  East Zone,Karnataka,Corporate Banking,TOTAL DISBURSEMENT,3608.45,3805.08,196.63,5.45%,Yes,Mohan Das,09-07-2025
BA00757,2013,2,Feb,Q1,North Zone,Andhra Pradesh,NRI Banking,Recovery Amount,2686.944,2239.12,484.34,27.60%,yes,ramesh yadav,11-04-2023
BA00758,2012,9,SEPTEMBER,Q3,South Zone,Gujarat,Retail Banking,Net Interest Income,3436.94,2522.19,-914.75,-26.62%,No,Ramesh Yadav,24-09-2012
BA00759,2014,1,January,Q1,South Zone,Punjab,Retail Banking,Profit Before Tax,4826.75,4885.31,58.56,1.21%,Yes,Vijay Kumar,24-01-2014
BA00760,2021,1,January,Q1,West Zone,Telangana,SME Banking,Profit Before Tax,1291.14,1583.72,292.58,22.66%,Yes,Sunita Rao,24-01-2021
BA00761,2012,3,March,Q1,CENTRAL ZONE,ANDHRA PRADESH,Priority Banking,Total Deposits,3763.94,4814.48,1050.54,27.91%,Yes,Kavitha Subramanian,19-04-2023
BA00762,2015,12,December,Q4,South Zone,KERALA,Retail Banking,NPA Amount,464.38,432.94,Rs.-31.44,-6.77%,No,Sunita Rao,13-01-2023
BA00763,2023,12,December,Q4,East Zone,Telangana,Corporate Banking,  Fee Income,2997.27,3023.58,26.31,0.88,Yes,Sunita Rao,18-Feb-23
BA00764,2015,7,July,Q3,NORTH ZONE,Uttar Pradesh,Corporate Banking,Profit Before Tax,2848.04,3653.08,805.04,28.27%,Yes,Sunita Rao,24-05-2017
BA00765,2015,5,MAY,Q2,south zone,  Telangana,Priority Banking,Net Interest Income,4537.95,4865.8,327.85,7.22,Yes,Vijay Kumar,18-11-2024
BA00766,2021,12,December,Q4,South Zone,Delhi,SME Banking,Fee Income,2830.36,3333.63,503.27,17.78%,Yes,Arun Mehta,03-02-2024
BA00767,2019,5,MAY,Q2,EAST ZONE,West Bengal,NRI Banking,Recovery Amount,703.1,560.21,-142.89,-20.32%,No,Lalita Devi,30-06-2023
BA00768,2021,1,January,Q1,CENTRAL ZONE,Tamil Nadu,nri banking,Cross Sell Revenue,2416.43,2098.03,-318.4,-13.18%,No,Mohan Das,04-07-2024
BA00769,2018,3,March,Q1,East Zone,Delhi,NRI Banking,Total Disbursement,3425.72,3371.2,-54.52,-1.59%,No,meena iyer,22-10-2024
BA00770,2011,7,Jul,Q3,south zone,Karnataka,Priority Banking,  Fee Income,3163.82,2840.14,-323.68,-10.23%,No,Arun Mehta,22-06-2022
BA00771,2021,5,May,Q2,West Zone,KERALA,SME Banking,NPA Amount,773.91,643.24,-130.67,-16.88%,No,Nitin Joshi,07-Jul-25
BA00772,2019,10,Oct,Q4,North Zone,Telangana,Priority Banking,FEE INCOME,445.09,474.25,29.16,6.55%,Yes,Lalita Devi,29-06-2023
BA00773,2014,4,APRIL,Q2,East Zone,Punjab,NRI BANKING,Total Deposits,2830.69,2717.05,-113.64,-4.01%,No,Meena Iyer,24-04-2014
BA00774,2011,7,Jul,Q3,north zone,Maharashtra,SME Banking,Net Interest Income,1348.02,1623.68,275.66,20.45,Yes,Mohan Das,01-Oct-19
BA00775,2021,2,2,Q1,North Zone,Kerala,Retail Banking,RECOVERY AMOUNT,410.81,339.93,-70.88,-17.25%,No,Sanjay Gupta,24-02-2021
BA00776,2018,11,November,Q4,East Zone,West Bengal,SME Banking,Total Deposits,2989.59,2701.95,-287.64,-9.62%,No,priya nair,04-05-2021
BA00777,2018,7,July,Q3,NORTH ZONE,Madhya Pradesh,SME Banking,Total Disbursement,4981.12,5064.17,83.05,1.67%,Yes,Vijay Kumar,01-10-2021
BA00778,2016,2,February,Q1,Central Zone,Haryana,NRI Banking,Recovery Amount,1443.36,1266.44,-176.92,-12.26%,No,Lalita Devi,06-02-2017
BA00779,2025,8,Aug,Q3,West Zone,Punjab,Retail Banking,total deposits,336.83,324.85,-11.98,-3.56%,No,Amit Patel,11-09-2025
BA00780,2024,8,Aug,Q3,West Zone,Punjab,SME Banking,total deposits,4828.79,5602.46,773.67,16.02%,Yes,Mohan Das,24-08-2024
BA00781,2021,1,JANUARY,Q1,north zone,odisha,NRI BANKING,Recovery Amount,2264.74,2836.39,571.65,25.24%,Yes,Rajesh Sharma,24-01-2021
BA00782,2012,5,May,Q2,East Zone,Telangana,SME Banking,NPA Amount,3430.39,2920.64,-509.75,-14.86%,No,meena iyer,21-10-2017
BA00783,2024,3,March,Q1,North Zone,Odisha,Priority Banking,Total Deposits,278.17,321.49,43.32,15.57%,Yes,Kavitha Subramanian,15-04-2024
BA00784,2023,5,May,Q2,West Zone,Rajasthan,SME Banking,RECOVERY AMOUNT,1701,1632.34,Rs.-68.66,-4.04%,No,AMIT PATEL,24-05-2023
BA00785,2024,10,10,Q4,South Zone,Tamil Nadu,retail banking,Profit Before Tax,1650.41,1811.36,160.95,9.75%,Yes,Meena Iyer,24-10-2024
BA00786,2017,12,Dec,Q4,central zone,Punjab,Priority Banking,Profit Before Tax,568.31,507.56,Rs.-60.75,-10.69%,No ,Lalita Devi,07-Feb-23
BA00787,2014,7,Jul,Q3,south zone,Odisha,Retail Banking,New Customer Acquisition,3321.984,2768.32,-848.42,-23.46%,No,Arun Mehta,18-Nov-19
BA00788,2010,7,July,Q3,East Zone,Maharashtra,nri banking,New Customer Acquisition,4579.3,5863.84,,28.05%,Yes,Mohan Das,25-04-2015
BA00789,2010,8,August,Q3,West Zone,Tamil Nadu,SME BANKING,TOTAL DEPOSITS,202.62,250.62,48,23.69%,Y,Deepa Krishnan,24-08-2010
BA00790,2022,10,October,Q4,West Zone,Maharashtra,Retail Banking,Recovery Amount,1697.16,1498.48,-198.68,-11.71%,No,Mohan Das,06-06-2022
BA00791,2025,5,May,Q2,Central Zone,Odisha,CORPORATE BANKING,Net Interest Income,4749.55,6129.24,1379.69,29.05%,Yes,Mohan Das,02-02-2025
BA00792,2024,1,January,Q1,West Zone,UTTAR PRADESH,PRIORITY BANKING,Profit Before Tax,2544.47,2587.63,43.16,1.70%,yes,Nitin Joshi,25-12-2025
BA00793,2012,12,December,Q4,South Zone,Haryana,Priority Banking,New Customer Acquisition,2543.27,2908.89,365.62,14.38%,Yes,Arun Mehta,24-12-2012
BA00794,2025,10,October,Q4,West Zone,Tamil Nadu,SME Banking,Total Disbursement,2795.13,3577.82,Rs.782.69,28.00%,Yes,ARUN MEHTA,30-06-2025
BA00795,2023,5,May,Q2,  South Zone,WEST BENGAL,SME BANKING,Fee Income,1394.29,1287.08,-107.21,-7.69%,No,Rajesh Sharma,20-10-2024
BA00796,2020,6,Jun,Q2,East Zone,Delhi,SME Banking,Fee Income,3666.29,3121.17,-545.12,-14.87%,Y,Priya Nair,24-06-2020
BA00797,2025,10,OCTOBER,Q4,East Zone,Tamil Nadu,Priority Banking,Operating Expense,2719.52,Rs.2885.19,165.67,6.09%,Yes,Deepa Krishnan,03-Mar-25
BA00798,2020,11,November,Q4,central zone,Tamil Nadu,  Priority Banking,  Fee Income,343.64,390.5,46.86,13.64%,yes,Priya Nair,24-11-2020
BA00799,2023,4,Apr,Q2,North Zone,telangana,Corporate Banking,Net Interest Income,Rs.3368.25,4079.46,711.21,21.12%,Yes,Lalita Devi,24-07-2025
BA00800,2019,6,June,Q2,West Zone,  Andhra Pradesh,Corporate Banking,  Profit Before Tax,1551.2,1314.52,-236.68,-15.26%,No,Nitin Joshi,24-06-2019
BA00801,2013,1,JANUARY,Q1,  South Zone,Haryana,PRIORITY BANKING,Cross Sell Revenue,1978.2,1780.47,-197.73,-10,No,Deepa Krishnan,24-01-2013
BA00802,2023,6,June,Q2,West Zone,TELANGANA,CORPORATE BANKING,Total Deposits,2713.82,2576.05,-137.77,-5.08%,No,RAMESH YADAV,20-06-2025
BA00803,2024,2,February,Q1,CENTRAL ZONE,Uttar Pradesh,corporate banking,Operating Expense,4621.96,3560.91,-1061.05,-22.96%,No,Deepa Krishnan,01-10-2024
BA00804,2023,6,June,Q2,South Zone,UTTAR PRADESH,PRIORITY BANKING,total disbursement,4234.77,3833.55,-401.22,-9.47%,No,Sanjay Gupta,07-11-2023
BA00805,2013,7,July,Q3,South Zone,Maharashtra,Retail Banking,New Customer Acquisition,2611.83,2314,-297.83,-11.40%,No,Kavitha Subramanian,24-07-2013
BA00806,2019,12,December,Q4,West Zone,delhi,Priority Banking,operating expense,3442.55,3680.06,237.51,6.90%,Yes,Deepa Krishnan,19-Sep-24
BA00807,2017,5,May,Q2,SOUTH ZONE,Kerala,Corporate Banking,Profit Before Tax,4704.41,3580.99,-1123.42,-23.88%,No,Nitin Joshi,04-12-2025
BA00808,2023,2,February,Q1,South Zone,KARNATAKA,Retail Banking,Operating Expense,4108.6,5130.86,,24.88%,Yes,Vijay Kumar,21-01-2025
BA00809,2011,8,August,Q3,east zone,TAMIL NADU,Retail Banking,Net Interest Income,4316.82,4230.46,-86.36,-2.00%,No,Ramesh Yadav,04-03-2025
BA00810,2024,7,July,Q3,West Zone,Punjab,sme banking,Operating Expense,532.97,520.26,-12.71,-2.39%,No,Kavitha Subramanian,12-03-2024
BA00811,2017,3,March,Q1,SOUTH ZONE,Haryana,Corporate Banking,Total Deposits,1870.83,1422.39,-448.44,-23.97%,No,Nitin Joshi,24-03-2017
BA00812,2017,12,12,Q4,  North Zone,Uttar Pradesh,NRI Banking,net interest income,4537.332,3781.11,-1207.96,-24.21%,N,anita bose,24-12-2017
BA00813,2011,8,August,Q3,Central Zone,Madhya Pradesh,Corporate Banking,Operating Expense,4005.62,3057.27,-948.35,-23.68%,No,arun mehta,04-03-2025
BA00814,2025,3,March,Q1,North Zone,Uttar Pradesh,Priority Banking,Recovery Amount,2084.89,2548.28,463.39,22.23%,Yes,ramesh yadav,07-09-2025
BA00815,2024,1,Jan,Q1,CENTRAL ZONE,  Andhra Pradesh,PRIORITY BANKING,New Customer Acquisition,Rs.3437.96,2467.29,-970.67,-28.23%,No,arun mehta,27-Oct-24
BA00816,2021,2,February,Q1,SOUTH ZONE,Uttar Pradesh,SME Banking,TOTAL DISBURSEMENT,764.13,697.5,-66.63,-8.72%,No,deepa krishnan,26-Apr-25
BA00817,2010,7,JULY,Q3,East Zone,Maharashtra,NRI Banking,NPA Amount,2809.16,2775.5,-33.66,-1.20%,No,Rajesh Sharma,24-07-2010
BA00818,2019,8,Aug,Q3,Central Zone,Odisha,Corporate Banking,NPA Amount,1855.8,1506.28,-349.52,-18.83%,No,DEEPA KRISHNAN,04-08-2019
BA00819,2014,1,1,Q1,CENTRAL ZONE,kerala,Retail Banking,  Fee Income,857.6,648.14,-209.46,-24.42%,No,Deepa Krishnan,16-06-2017
BA00820,2016,3,MARCH,Q1,South Zone,Rajasthan,Priority Banking,PROFIT BEFORE TAX,284.59,256.23,-28.36,-9.96%,No,Meena Iyer,11-08-2019
BA00821,2014,10,October,Q4,North Zone,haryana,  SME Banking,operating expense,4531.94,4205.06,Rs.-326.88,-7.21%,No,Amit Patel,07-07-2021
BA00822,2016,3,March,Q1,SOUTH ZONE,Delhi,priority banking,OPERATING EXPENSE,4671.34,4075.93,-595.41,-12.75%,No,Vijay Kumar,10-06-2022
BA00823,2011,9,Sep,Q3,  West Zone,West Bengal,NRI Banking,Net Interest Income,574.71,508.22,Rs.-66.49,-11.57%,No,Vijay Kumar,07-09-2011
BA00824,2010,3,March,Q1,South Zone,gujarat,  Corporate Banking,RECOVERY AMOUNT,4702.63,3957.93,-744.7,-15.84%,No ,Amit Patel,05-Mar-16
BA00825,2011,11,Nov,Q4,West Zone,  Gujarat,Priority Banking,New Customer Acquisition,4681.65,4039,-642.65,-13.73%,No,Priya Nair,31-05-2015
BA00826,2011,7,July,Q3,Central Zone,Karnataka,Retail Banking,Operating Expense,3688.04,4412.1,724.06,19.63%,Yes,lalita devi,24-07-2011
BA00827,2011,12,December,Q4,south zone,Maharashtra,Priority Banking,Operating Expense,620.38,577.26,-43.12,-6.95%,No,Nitin Joshi,15-Nov-11
BA00828,2011,1,1,Q1,EAST ZONE,Odisha,Priority Banking,  Net Interest Income,1934.04,2000.22,,3.42%,Yes,Ramesh Yadav,24-01-2011
BA00829,2025,7,July,Q3,West Zone,Telangana,NRI Banking,NPA Amount,2199.49,2018.42,-181.07,-8.23%,No,Nitin Joshi,07-01-2025
BA00830,2010,9,SEPTEMBER,Q3,South Zone,Telangana,SME Banking,NPA Amount,4781.37,4514.82,-266.55,-5.57%,No,Anita Bose,21-Oct-18
BA00831,2012,1,January,Q1,North Zone,  Andhra Pradesh,RETAIL BANKING,Cross Sell Revenue,3518.86,2743.63,-775.23,-22.03%,No,Amit Patel,28-Oct-12
BA00832,2012,3,March,Q1,East Zone,West Bengal,retail banking,Fee Income,2115.648,1763.04,24.78,1.43%,Yes,Deepa Krishnan,11-09-2024
BA00833,2023,9,Sep,Q3,South Zone,Karnataka,Retail Banking,Recovery Amount,209.97,147.55,-62.42,-29.73%,No,RAJESH SHARMA,06-Jul-23
BA00834,2010,2,February,Q1,West Zone,KARNATAKA,Retail Banking,Fee Income,3465.84,2643.58,-822.26,-23.72%,No,Ramesh Yadav,18-08-2016
